Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Thales Da Silva Souza	M	M25-29	1	3:28:33		2:13:58	1:13:36
2	Luke Howard	M	M25-29	2	3:29:07		2:12:03	1:15:34
3	Charlie Stern	M	M18-24	1	3:29:43		2:12:50	1:15:41
4	Sebastian Tebbe	M	M30-34	1	3:31:38		2:10:37	1:19:48
5	Patrick Roberts	M	M25-29	3	3:31:51		2:13:43	1:16:10
6	Tyler Murphy	M	M30-34	2	3:31:57		2:12:21	1:18:04
7	Jake Attwell	F	M18-24	2	3:32:14		2:15:12	1:15:45
8	Benjamin Howle	M	M25-29	4	3:35:10		2:17:37	1:15:42
9	Brett Hallam	M	M30-34	3	3:35:36		2:13:17	1:20:34
10	Peter Fitzweijers	M	M40-44	1	3:36:11		2:12:26	1:21:16
11	Mark Oakshott	M	M45-49	1	3:36:13		2:15:53	1:19:00
12	Ben Troup	M	M35-39	1	3:37:27		2:13:19	1:22:15
13	Patrick Hawkes	M	M25-29	5	3:38:13		2:13:05	1:23:52
14	Misha Allinson	M	M18-24	3	3:38:19		2:20:26	1:16:21
15	Luke Jones	M	M40-44	2	3:39:04		2:17:28	1:19:48
16	Dylan Holland	M	M25-29	6	3:39:13		2:20:04	1:18:01
17	Will Hutchings	M	M18-24	4	3:39:44		2:20:34	1:17:55
18	Buddy Dempsey	M	M18-24	5	3:39:52		2:18:55	1:19:15
19	Jay Thomas	M	M40-44	3	3:40:09		2:15:40	1:22:33
20	Mac Winch	M	M18-24	6	3:41:43		2:18:02	1:22:13
21	Cody Williamson	M	M25-29	7	3:41:47		2:22:21	1:17:20
22	Sullivan Foucrier	M	M25-29	8	3:41:55		2:17:52	1:22:48
23	Sean de Morton	M	M40-44	4	3:42:09		2:13:41	1:26:42
24	Samuel Willersdorf	M	M30-34	4	3:42:47		2:13:25	1:27:25
25	Harry Roache	M	M18-24	7	3:43:11		2:17:20	1:23:34
26	Oscar Robinson	M	M30-34	5	3:43:14		2:20:15	1:21:06
27	Charlie Carden	M	M18-24	8	3:43:18		2:18:55	1:22:49
