Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Sam Long	M	MPRO	1	3:08:08		1:56:50	1:10:21
2	Matt McElroy	M	MPRO	2	3:11:57		2:02:28	1:08:34
3	Jason West	M	MPRO	3	3:12:48		2:03:35	1:08:14
4	Sam Appleton	M	MPRO	4	3:13:15		1:59:40	1:12:39
5	Ari Klau	M	MPRO	5	3:13:54		1:59:56	1:12:56
6	John Killeen	M	MPRO	6	3:14:27		1:58:34	1:14:56
7	Jackson Laundry	M	MPRO	7	3:16:20		1:56:54	1:18:30
8	Connor Ford	M	MPRO	8	3:17:28		1:59:29	1:16:57
9	Matthew Ralphs	M	MPRO	9	3:19:25		2:00:36	1:17:33
10	Manoel Messias Dos Santos Junior	M	MPRO	10	3:19:41		2:04:58	1:13:30
11	David Reynolds	M	MPRO	11	3:20:35		2:02:44	1:16:44
12	Mitchell Ott	M	MPRO	12	3:21:08		2:03:33	1:16:35
13	Blake Selm	M	MPRO	13	3:21:30		2:05:45	1:14:36
14	Corey Bellemore	M	M30-34	1	3:22:00		2:06:10	1:14:15
15	Mitchell Kirby	M	MPRO	14	3:22:56		2:06:49	1:14:53
16	Kevin Portmann	M	MPRO	15	3:23:30		2:03:45	1:18:30
17	Yannick Fischbach	M	MPRO	16	3:24:08		2:06:50	1:16:08
18	Brad Bischoff	M	MPRO	17	3:24:42		2:03:11	1:20:34
19	Connor Readman	M	MPRO	18	3:24:47		2:04:43	1:18:52
20	Alexander Frank	M	MPRO	19	3:25:34		2:06:43	1:17:33
21	Cody Williams	M	M30-34	2	3:27:01		2:04:54	1:20:18
22	Robby Webster	M	MPRO	20	3:27:07		2:08:58	1:16:46
23	Patrick Brady	M	MPRO	21	3:27:46		2:07:02	1:19:47
24	Mitchell Bronstetter	M	MPRO	22	3:28:25		2:05:41	1:21:40
25	Boden Gentile	M	MPRO	23	3:29:07		2:02:55	1:25:12
26	Klodian Mitri	M	MPRO	24	3:30:20		2:08:00	1:21:13
27	Joshua Berles	M	MPRO	25	3:31:10		2:00:16	1:29:37
28	Max Kohll	M	MPRO	26	3:32:40		2:08:43	1:22:38
29	Brian Reynolds	M	MPRO	27	3:32:42		2:04:55	1:26:34
30	Roee Zoarets	M	MPRO	28	3:34:04		2:09:59	1:22:27
31	Matt Jackson	M	MPRO	29	3:34:50		2:12:21	1:21:11
