Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Valdemar Solok	M	MPRO	1	3:33:50	0:23:53	1:54:03	1:11:56
2	Vicente Hernandez Cabrera	M	MPRO	2	3:35:42	0:24:08	1:58:38	1:08:36
3	Henry Räppo	M	MPRO	3	3:36:05	0:24:04	1:57:57	1:09:58
4	Louis Buttrick	M	MPRO	4	3:37:51	0:24:27	1:58:01	1:11:00
5	Vincent Größer	M	MPRO	5	3:38:53	0:26:56	1:54:47	1:12:39
6	Tomasz Szala	M	MPRO	6	3:40:28	0:24:31	1:57:46	1:13:42
7	Marcel Bolbat	M	MPRO	7	3:42:31	0:25:51	1:59:13	1:13:12
8	Robert Wilkowiecki	M	MPRO	8	3:44:23	0:24:27	2:01:12	1:14:42
9	Jacek Krawczyk	M	MPRO	9	3:46:11	0:25:13	2:01:04	1:15:22
10	Adam Munch	M	MPRO	10	3:52:27	0:26:49	2:06:33	1:14:18
11	Clovis Beurrier	M	M30-34	1	3:53:07	0:29:18	2:03:49	1:14:16
12	Filip Szymonik	M	MPRO	11	3:53:58	0:25:50	2:06:41	1:16:53
13	Antonio Limoli	M	MPRO	12	3:54:19	0:24:26	2:07:55	1:17:04
14	Gediminas Pajeda	M	M30-34	2	3:56:32	0:29:13	2:04:25	1:18:00
15	Sam Murray	M	M18-24	1	3:57:14	0:29:14	2:04:01	1:18:46
16	Oscar Riis	M	M18-24	2	3:57:15	0:26:29	2:07:07	1:18:37
17	Matej Jukic	M	M30-34	3	3:57:42	0:28:21	2:07:14	1:16:09
18	Graham Crammond	M	M40-44	1	3:58:18	0:28:57	2:04:01	1:20:09
19	Maciej Skórnicki	M	M25-29	1	3:58:40	0:28:08	2:05:12	1:19:50
20	Lukasz Lis	M	MPRO	13	3:59:44	0:25:55	2:06:44	1:21:54
21	Louis Dunne	M	M18-24	3	4:01:08	0:26:33	2:07:36	1:22:30
22	Jan Stelzner	M	M35-39	1	4:02:18	0:31:28	2:10:59	1:14:36
23	Damian Marciniak	M	M35-39	2	4:03:30	0:32:37	2:05:20	1:17:09
24	Rebecca Anderbury	F	FPRO	1	4:03:58	0:30:53	2:06:12	1:21:41
25	Pawel Mitrus	M	M30-34	4	4:04:45	0:29:41	2:08:19	1:20:59
26	Michal Liberadzki	M	M30-34	5	4:05:00	0:27:29	2:11:21	1:20:45
27	Fabian Vandervorst	M	M25-29	2	4:05:14	0:30:39	2:06:33	1:21:54
28	Kamil Duplicki	M	M40-44	2	4:05:25	0:31:41	2:06:05	1:23:06
29	Felix fschulz96@gmx.de	M	MPRO	14	4:06:53	0:27:49	2:10:51	1:23:23
30	Franziska Hofmann	F	FPRO	2	4:07:35	0:28:21	2:10:30	1:23:41
31	Martin Olsan	M	M35-39	3	4:07:37	0:29:42	2:11:32	1:20:35
32	Gianni Di Matteo	M	M30-34	6	4:08:43	0:29:08	2:15:32	1:18:17
33	Marc Putzke	M	M40-44	3	4:09:56	0:29:25	2:12:57	1:21:52
34	Konrad Imianowski	M	M25-29	3	4:10:46	0:33:08	2:10:21	1:20:51
35	Mateusz Hering	M	M30-34	7	4:10:52	0:33:04	2:10:09	1:22:23
36	Tobias Kilchenmann	M	M25-29	4	4:10:55	0:32:17	2:13:39	1:18:53
