Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Robin Lemercier	M	M25-29	1	4:00:17	0:26:36	2:13:54	1:14:15
2	Robin Platiaux	M	M18-24	1	4:02:29	0:28:50	2:13:47	1:14:02
3	Rafael Domingos	M	M30-34	1	4:03:26	0:25:34	2:14:48	1:17:21
4	Lizzie Rayner	F	FPRO	1	4:08:18	0:25:23	2:15:36	1:22:38
5	Salomão Savelenko	M	M18-24	2	4:08:54	0:25:31	2:14:44	1:22:44
6	Fco Javier Pelegrín Martinez	M	M18-24	3	4:09:21	0:26:40	2:12:03	1:23:04
7	Julien Liberge	M	M35-39	1	4:12:38	0:29:50	2:13:38	1:22:51
8	Yann Stettler	M	M25-29	2	4:14:17	0:26:35	2:14:46	1:27:06
9	Sem Kroonen	M	M18-24	4	4:14:28	0:28:26	2:15:29	1:23:59
10	Kate Curran	F	FPRO	2	4:15:36	0:25:25	2:23:52	1:21:49
11	Aurelia Boulanger	F	FPRO	3	4:16:50	0:29:41	2:15:13	1:26:52
12	Anna Bergsten	F	FPRO	4	4:17:11	0:28:34	2:20:31	1:22:40
13	Guillermo Niño Sanchez	M	M30-34	2	4:17:39	0:30:32	2:17:52	1:21:06
14	Nicolas Da Rocha	M	M35-39	2	4:18:08	0:34:28	2:20:00	1:17:02
15	Marta Lagownik	F	FPRO	5	4:19:40	0:27:41	2:24:46	1:22:42
16	Anastacia Damm Nielsen	F	FPRO	6	4:20:14	0:26:53	2:22:12	1:26:24
17	Alejandro Salmerón Tenorio	M	M30-34	3	4:20:56	0:33:42	2:16:24	1:24:21
18	Ekaterina Shabalina	F	FPRO	7	4:21:02	0:26:31	2:25:58	1:23:53
19	Alejandro Pérez Varela	M	M30-34	4	4:21:24	0:27:46	2:23:42	1:23:09
20	Guillaume Julien	M	M40-44	1	4:21:54	0:30:39	2:18:19	1:25:33
21	Katharina Krüger	F	FPRO	8	4:23:18	0:26:48	2:25:35	1:26:13
22	Molly Savill	F	FPRO	9	4:24:15	0:25:22	2:26:12	1:27:29
23	Emile Masson	M	M25-29	3	4:24:21	0:29:29	2:25:52	1:23:27
24	Sandra Huon	F	FPRO	10	4:24:22	0:30:25	2:25:57	1:23:16
25	Francisco Dias	M	M18-24	5	4:24:35	0:29:37	2:23:34	1:24:39
26	Tomás Teixeira	M	M18-24	6	4:24:36	0:28:49	2:23:26	1:21:39
27	Iñaki Aranzabal	M	M30-34	5	4:24:51	0:31:30	2:24:21	1:21:05
28	José Tomás Gomes	M	M35-39	3	4:26:55	0:29:39	2:27:05	1:21:35
29	Jonas Fredberg	M	M40-44	2	4:27:08	0:31:39	2:20:23	1:27:16
30	Eloise Du Luart	F	FPRO	11	4:27:14	0:28:28	2:23:39	1:30:18
31	Gonçalo Carmo	M	M18-24	7	4:27:16	0:31:22	2:22:30	1:26:25
32	Leonardo Jerónimo	M	M25-29	4	4:28:26	0:29:03	2:28:36	1:23:42
33	Fernando Zabala	M	M35-39	4	4:28:49	0:28:29	2:23:13	1:29:10
34	Louis Genet	M	M18-24	8	4:29:35	0:26:26	2:25:16	1:30:35
35	Michael Rundio	M	M40-44	3	4:29:50	0:29:17	2:19:59	1:31:50
36	Loanne Duvoisin	F	FPRO	12	4:30:06	0:29:37	2:34:04	1:21:28
37	Alexandre Boulle	M	M40-44	4	4:30:31	0:37:13	2:17:12	1:27:52
38	Alexandre Poulichet	M	M35-39	5	4:30:47	0:30:46	2:20:16	1:32:21
39	Giulio Vanni	M	M35-39	6	4:31:23	0:30:23	2:27:12	1:26:02
40	Lukasz Kaldowski	M	M30-34	6	4:31:26	0:32:53	2:24:28	1:27:04
41	Rui Narigueta	M	M45-49	1	4:32:02	0:35:42	2:18:53	1:29:36
42	Luc Weis	M	M25-29	5	4:32:07	0:31:13	2:21:01	1:31:59
43	Joe Hand	M	M25-29	6	4:32:29	0:30:51	2:27:14	1:27:26
44	Thomas Le Brun	M	M35-39	7	4:33:47	0:32:20	2:28:17	1:25:44
45	Mikel Altuna Segurola	M	M30-34	7	4:34:12	0:29:58	2:17:05	1:39:25
46	Jacqueline Kallina	F	FPRO	13	4:34:12	0:28:37	2:28:27	1:31:07
47	Marvin Schoen	M	M25-29	7	4:35:05	0:34:20	2:24:41	1:26:54
48	Niek Keijzer	M	M18-24	9	4:35:10	0:34:28	2:28:00	1:23:38
49	Hendrik Zeiger	M	M30-34	8	4:35:10	0:29:19	2:26:09	1:31:34
50	Charles Liber	M	M35-39	8	4:35:19	0:32:34	2:26:43	1:27:18
51	Sebastien Houde Breton	M	M30-34	9	4:35:22	0:36:29	2:23:07	1:28:07
52	Antonio Rubio Exposito	M	M40-44	5	4:35:51	0:32:50	2:30:06	1:25:24
53	Raphael Albrecht	M	M35-39	9	4:36:01	0:33:07	2:27:01	1:27:35
