Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Tine LAVRENCIC	M	M35-39	1	8:14:15	0:57:19	4:25:12	2:43:34
2	Jan Erik Künne	M	M25-29	1	8:18:00	0:57:06	4:25:28	2:48:05
3	Julian Demianov	M	M30-34	1	8:21:20	0:53:05	4:27:06	2:52:58
4	Paolo Dalle Fratte	M	M30-34	2	8:23:03	0:52:52	4:22:42	2:58:55
5	Dirk Oswald	M	M40-44	1	8:27:50	0:58:40	4:25:00	2:55:08
6	Daniel Niederreiter	M	M45-49	1	8:28:23	0:54:00	4:23:41	3:02:09
7	Andrea Mauri	M	M35-39	2	8:29:42	0:59:50	4:29:30	2:50:14
8	Daniel Karst	M	M35-39	3	8:30:55	0:56:30	4:24:49	3:01:40
9	Bastien Jornod	M	M30-34	3	8:39:10	1:00:12	4:35:37	2:53:08
10	Nick Van der Haegen	M	M35-39	4	8:40:49	1:04:42	4:34:25	2:52:27
11	Jean-Baptiste Chamouleaud	M	M30-34	4	8:41:53	0:59:08	4:35:43	2:57:29
12	Jonathan Pedersen	M	M25-29	2	8:42:13	1:04:29	4:31:36	2:56:30
13	Mihai Vigariu	M	M40-44	2	8:44:35	1:00:37	4:22:18	3:11:19
14	Marco Deagostini	M	M35-39	5	8:45:49	1:03:07	4:32:38	3:00:41
15	Ivar Hoel	M	M25-29	3	8:46:16	1:09:30	4:32:52	2:53:03
16	Steeve Brugiere	M	M40-44	3	8:46:40	1:05:26	4:35:12	2:57:24
17	Mário Rocha	M	M30-34	5	8:47:46	0:57:39	4:26:58	3:14:45
18	Alessandro Fasolato	M	M35-39	6	8:48:38	1:02:07	4:37:37	2:58:48
19	Marit Lindemann	F	F30-34	1	8:48:40	1:07:22	4:35:38	2:55:46
20	Jelle Verschuure	M	M25-29	4	8:49:01	1:04:58	4:33:07	2:59:36
21	Steffen De Geyter	M	M35-39	7	8:50:21	1:06:11	4:35:59	2:58:26
22	Federico Amadori	M	M25-29	5	8:50:21	0:56:30	4:38:49	3:04:49
23	Ruso Yakimovic	M	M40-44	4	8:50:24	0:55:15	4:47:12	2:58:17
24	Ivan Risti	M	M45-49	2	8:50:40	0:56:33	4:36:33	3:09:15
25	Fabian Kremser	M	M35-39	8	8:51:38	0:54:31	4:41:55	3:05:51
26	Moritz Steinig	M	M30-34	6	8:51:42	1:08:19	4:34:53	2:59:22
27	Cyril Callard	M	M18-24	1	8:52:08	0:58:52	4:41:36	3:02:04
28	Dirk Baelus	M	M45-49	3	8:52:43	1:01:37	4:35:48	3:05:42
29	Pablo Merk	M	M40-44	5	8:53:23	1:01:04	4:31:50	3:11:43
30	Vitaliy Luniv	M	M35-39	9	8:53:51	1:04:18	4:37:05	3:02:52
31	Daniel Bergebakken	M	M25-29	6	8:53:52	1:11:38	4:22:28	3:08:03
32	Marco Pavani	M	M30-34	7	8:54:30	0:52:04	4:27:28	3:26:39
33	Sebastian Häge	M	M40-44	6	8:54:44	1:09:42	4:33:38	3:00:21
34	Chris Harris	M	M25-29	7	8:55:28	0:54:16	4:46:28	3:05:29
35	Romano Licheri	M	M30-34	8	8:55:31	1:03:18	4:32:48	3:11:13
36	Aleksandr Nefedov	M	M35-39	10	8:55:53	0:55:54	4:35:09	3:15:34
37	Stefan Landgraf	M	M35-39	11	8:56:03	1:05:40	4:40:36	2:57:44
38	Gerhard De Bruin	M	M40-44	7	8:56:09	1:00:28	4:35:36	3:09:09
39	Anastasios Moustakis	M	M35-39	12	8:56:11	1:02:12	4:38:33	3:05:26
40	Johannes Brönner	M	M30-34	9	8:56:33	0:55:12	4:27:37	3:24:56
41	Florian Greckl	M	M45-49	4	8:56:55	1:03:47	4:37:32	3:04:08
42	Evgeniy Ushakov	M	M40-44	8	8:59:19	1:09:16	4:33:48	3:05:21
43	Matteo Sclosa	M	M45-49	5	9:00:01	1:07:10	4:32:36	3:09:04
44	Paolo Atzeni.	M	M40-44	9	9:02:06	1:00:57	4:42:18	3:10:04
45	Liam Craig	M	M25-29	8	9:02:09	1:06:26	4:43:09	3:02:19
46	Rok Svetko	M	M35-39	13	9:02:29	1:06:31	4:38:39	3:08:07
