Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Aj Tucker	M	M30-34	1	4:06:49	0:24:43	2:18:10	1:14:57
2	Alden Basmajian	M	M40-44	1	4:09:11	0:26:50	2:15:32	1:18:30
3	Van Fletcher	M	M50-54	1	4:09:16	0:21:12	2:12:27	1:28:50
4	Beau Garufi	M	M35-39	1	4:09:31	0:23:23	2:13:11	1:25:26
5	Laszlo Lajtai	M	M30-34	2	4:09:35	0:27:48	2:12:00	1:22:01
6	Christopher Halsey	M	M30-34	3	4:09:39	0:23:07	2:18:09	1:21:54
7	Zachary Erikson	M	M18-24	1	4:12:39	0:29:41	2:24:22	1:12:59
8	Richie Szeliga	M	M30-34	4	4:12:50	0:27:07	2:21:14	1:17:16
9	Shawn Clark	M	M45-49	1	4:14:03	0:25:23	2:16:03	1:25:49
10	Chris Forrest	M	M40-44	2	4:15:20	0:27:57	2:19:33	1:20:04
11	Luke Gorris	M	M18-24	2	4:15:23	0:24:09	2:21:21	1:21:00
12	Andrew Greenhalgh	M	M30-34	5	4:15:33	0:21:01	2:27:16	1:20:26
13	Thys Wind	M	M45-49	2	4:15:35	0:24:36	2:15:08	1:28:33
14	Garrett Sloan	M	M30-34	6	4:16:25	0:22:50	2:20:23	1:25:00
15	Jonathan Erdelyi	M	M40-44	3	4:18:28	0:28:32	2:22:54	1:20:09
16	Zachary Smith	M	M25-29	1	4:18:34	0:21:43	2:19:51	1:28:54
17	Collin Hughes	M	M25-29	2	4:19:14	0:21:07	2:22:03	1:27:43
18	Joe Nagy	M	M35-39	2	4:19:18	0:25:16	2:17:38	1:27:57
19	Ian Fisher	M	M18-24	3	4:19:45	0:25:38	2:18:09	1:30:13
20	Paul Aschmann	M	M45-49	3	4:20:31	0:25:55	2:19:23	1:28:58
21	Derek Tietjen	M	M45-49	4	4:20:46	0:30:12	2:19:15	1:23:59
22	Alex Sumida	M	M25-29	3	4:20:50	0:25:17	2:23:38	1:25:03
23	Edward Walter	M	M30-34	7	4:21:04	0:26:56	2:22:10	1:24:21
24	Austin Story	M	M30-34	8	4:21:15	0:26:31	2:20:48	1:26:10
25	Romulo Osorio	M	M25-29	4	4:22:10	0:28:10	2:18:39	1:28:34
26	Drew Messick	M	M18-24	4	4:22:21	0:26:23	2:19:01	1:27:45
