順位	No.	氏名	年齢	性別	カテゴリ	所属	総合記録	スイム	バイク	ラン	備考
51	68	信定 真司	32	男	1部	-	1:28:50	0:18:39	0:44:37	0:25:34	
52	16	齋藤 和孝	55	男	1部	-	1:30:20	0:20:58	0:42:43	0:26:39	
53	55	勝俣 明良	34	男	1部	-	1:30:21	0:18:30	0:45:33	0:26:18	
54	35	戸塚 英邦	48	男	1部	-	1:31:58	0:16:10	0:45:28	0:30:20	
55	2	越路 一志	50	男	1部	-	1:32:15	0:20:28	0:44:56	0:26:51	
56	27	石田 公郎	45	男	1部	七海の海の石田	1:32:19	0:18:36	0:47:55	0:25:48	
57	17	加田 勝彦	60	男	1部	-	1:32:29	0:15:56	0:47:27	0:29:06	
58	56	谷口 博志	69	男	1部	CORNEZ	1:32:46	0:16:17	0:45:22	0:31:07	
59	1	中西 啓一	72	男	1部	チームなかにし	1:33:08	0:18:32	0:47:50	0:26:46	
60	59	鶴和 義朗	50	男	1部	MGS	1:33:23	0:15:56	0:43:22	0:34:05	
61	44	福島 伸乃介	25	男	1部	-	1:33:47	0:16:38	0:47:52	0:29:17	
62	78	武井 慶太	35	男	1部	-	1:33:55	0:18:54	0:48:32	0:26:29	
63	45	東川 和広	53	男	1部	-	1:34:08	0:20:07	0:44:33	0:29:28	
64	57	門場 靖司	63	男	1部	-	1:34:15	0:19:16	0:45:46	0:29:13	
65	72	久原 忠	61	男	1部	-	1:35:42	0:15:05	0:52:06	0:28:31	
66	37	松浦 努	48	男	1部	-	1:36:19	0:20:07	0:44:03	0:32:09	
67	96	守永 留利子	50	男	1部	-	1:36:32	0:17:00	0:49:51	0:29:41	
68	60	横山 満春	50	男	1部	石田軍団	1:36:52	0:14:24	0:51:30	0:30:58	
69	4	畑山 一輝	32	男	1部	-	1:37:16	0:19:20	0:49:58	0:27:58	
70	32	田中 隆之	46	男	1部	-	1:37:23	0:18:11	0:50:02	0:29:10	
71	91	宮本 三貴子	48	男	1部	-	1:38:02	0:18:29	0:50:10	0:29:23	
72	39	増田 一成	54	男	1部	-	1:38:30	0:19:50	0:47:54	0:30:46	
73	11	笹 昌隆	62	男	1部	-	1:44:30	0:29:37	0:49:51	0:25:02	
74	79	西岡 努	48	男	1部	-	1:46:31	0:19:31	0:59:48	0:27:12	
75	7	高田 修	49	男	1部	ぐうたらオヤジの奮闘クラブ	1:47:01	0:24:28	0:48:37	0:33:56	
76	26	津田 拓也	29	男	1部	Choose to Fight！！	1:48:36	0:20:56	0:48:20	0:39:20	
77	53	杉本 良太郎	80	男	1部	-	1:49:27	0:16:15	0:49:56	0:43:16	
78	50	阪口 利彦	74	男	1部	-	1:59:21	0:18:49	0:58:13	0:42:19	
