Overall_Rank	Name	Gender	Division	Div_Rank	Total_Time	Swim	Bike	Run
1	Lewis Eccleston	M	M30-34	1	9:34:02	1:00:30	5:18:02	3:03:03
2	Franziska Hofmann	F	FPRO	1	9:42:24	0:56:31	5:31:22	3:04:36
3	Finn Von Schmeling	M	M25-29	1	9:43:32	0:59:41	5:29:47	3:01:30
4	Sam Proctor	M	M35-39	1	9:44:23	0:55:21	5:18:31	3:19:37
5	Robin Lecoeur	M	M35-39	2	9:47:15	1:07:09	5:23:01	3:06:03
6	Antoine Perche	M	M40-44	1	9:48:20	1:03:46	5:22:57	3:10:57
7	Michael Davies	M	M35-39	3	9:48:35	1:03:01	5:21:39	3:11:20
8	Adam Jones	M	M35-39	4	9:58:03	1:05:18	5:29:00	3:10:37
9	Ian Mayes	M	M30-34	2	9:58:17	1:05:32	5:26:57	3:16:10
10	Sjirk Bijma	M	M30-34	3	10:00:04	1:07:14	5:33:08	3:06:32
11	Sion Slyman	M	M40-44	2	10:00:52	1:03:58	5:08:06	3:37:01
12	Rosie Wild	F	FPRO	2	10:01:35	1:13:24	5:23:59	3:13:50
13	Jurriën Van Der Loo	M	M30-34	4	10:02:01	1:10:52	5:34:09	3:03:21
14	Joe Holt	M	M25-29	2	10:03:01	1:15:15	5:08:22	3:27:27
15	Katie Phipkin	F	FPRO	3	10:03:56	1:07:17	5:33:48	3:13:22
16	luke powell	M	M30-34	5	10:04:25	0:59:37	5:26:24	3:26:46
17	Nicolai Helledie Brix	M	M25-29	3	10:07:37	1:03:15	5:32:41	3:19:51
18	Peter Fenwick	M	M45-49	1	10:08:58	1:07:56	5:44:52	3:03:38
19	Arjen Martens	M	M30-34	6	10:09:00	1:09:46	5:20:21	3:25:40
20	Kyle Blackmore	M	M30-34	7	10:09:41	1:00:50	5:18:01	3:39:41
21	James Eacott	M	M35-39	5	10:10:03	1:04:57	5:27:14	3:24:45
22	Callum Townsend	M	M25-29	4	10:11:04	1:08:54	5:34:41	3:16:50
23	Julien Ertveldt	M	M35-39	6	10:12:06	1:14:32	5:35:01	3:08:41
24	Scott Malson	M	M35-39	7	10:13:07	1:09:10	5:20:52	3:32:11
25	James Surmon	M	M30-34	8	10:13:19	1:06:26	5:23:44	3:29:40
26	Patrick McDowell	M	M30-34	9	10:14:56	1:09:41	5:45:00	3:08:46
27	Peter Hogben	M	M30-34	10	10:17:42	1:08:46	5:27:56	3:22:57
28	Pablo Roca	M	M40-44	3	10:20:20	1:11:08	5:51:08	3:04:14
29	Duncan Chedburn	M	M40-44	4	10:20:38	1:04:05	5:41:28	3:20:49
30	Jeanne Collonge	F	FPRO	4	10:20:49	1:05:26	5:42:19	3:21:16
31	Jordan Clarke	M	M30-34	11	10:20:58	1:03:37	5:37:44	3:27:09
32	Harry Boscawen	M	M30-34	12	10:22:24	1:08:06	5:27:05	3:37:43
33	Andrew Gittins	M	M30-34	13	10:22:35	1:24:33	5:24:13	3:21:10
34	Lydia Dant	F	FPRO	5	10:23:35	1:05:23	5:40:50	3:24:15
35	Tom Rigby	M	M35-39	8	10:24:29	1:11:35	5:35:19	3:26:50
36	Stephen Magrath	M	M40-44	5	10:25:47	1:10:12	5:34:15	3:27:51
37	Daniel Evans	M	M25-29	5	10:26:06	1:12:56	5:41:51	3:17:02
38	Romain Beaucousin	M	M40-44	6	10:28:59	1:22:25	5:41:21	3:09:52
39	Andrew Willis	M	M30-34	14	10:29:27	1:16:02	5:34:41	3:25:46
40	Mark Hayward	M	M25-29	6	10:29:37	1:08:35	5:52:21	3:17:21
41	Guto Morgans	M	M25-29	7	10:30:47	0:59:29	5:31:26	3:48:34
42	Luke Goldsworthy	M	M30-34	15	10:32:13	1:13:41	5:37:28	3:26:10
43	James Williamson	M	M35-39	9	10:33:32	1:09:48	5:46:01	3:25:21
44	Lewis Williams	M	M18-24	1	10:33:42	1:04:39	5:46:44	3:28:50
45	Shiva Leisner	F	FPRO	6	10:34:14	1:07:36	5:56:09	3:19:01
46	Billy Wight	M	M18-24	2	10:34:26	1:05:10	5:45:09	3:29:26
47	William Lewis	M	M25-29	8	10:34:30	1:11:00	5:46:20	3:23:27
48	Mark Lamonby	M	M35-39	10	10:35:00	1:04:55	5:39:48	3:38:14
49	Mena Suter	F	FPRO	7	10:36:03	1:05:24	5:56:57	3:21:50
50	Thibaut Cabo	M	M30-34	16	10:36:20	1:08:45	5:56:01	3:17:15
